,price,user_id,user_session,product_id,has_cart,has_purchase,has_remove,cart_status,price_group
86,5.4,578006085,b6f419f7-acde-4223-97f9-2965591e5ee0,5809857.0,1.0,0.0,0.0,implicit_abandon,low
87,3.97,579751441,8de492d7-0937-47ae-be2c-a7615aec2b0d,5790687.0,1.0,0.0,0.0,implicit_abandon,low
88,0.79,579966747,1512be50-d0fd-4a92-bcd8-3ea3943f2a3b,5687130.0,1.0,0.0,0.0,implicit_abandon,low
89,9.21,566276261,8924e013-a5be-4c34-952e-c5559f179a8d,5800789.0,1.0,0.0,0.0,implicit_abandon,low
90,1.1,473613801,d1e90c6a-c030-4d06-aaaf-6d12ec502bb9,5887055.0,1.0,1.0,0.0,purchase,low
91,5.87,513026898,2b88b00a-892a-4639-bce4-1ea17a7d6221,5265.0,1.0,0.0,1.0,explicit_abandon,low
92,1.1,473613801,d1e90c6a-c030-4d06-aaaf-6d12ec502bb9,5894906.0,1.0,1.0,0.0,purchase,low
93,1.1,473613801,d1e90c6a-c030-4d06-aaaf-6d12ec502bb9,5894907.0,1.0,1.0,0.0,purchase,low
94,2.46,513026898,2b88b00a-892a-4639-bce4-1ea17a7d6221,5276.0,1.0,0.0,1.0,explicit_abandon,low
95,1.1,473613801,d1e90c6a-c030-4d06-aaaf-6d12ec502bb9,5894905.0,1.0,1.0,0.0,purchase,low
96,5.56,494077766,c99a50e8-2fac-4c4d-89ec-41c05f114554,5794067.0,1.0,1.0,0.0,purchase,low
97,1.1,473613801,d1e90c6a-c030-4d06-aaaf-6d12ec502bb9,5894913.0,1.0,1.0,0.0,purchase,low
98,1.51,513026898,2b88b00a-892a-4639-bce4-1ea17a7d6221,5322.0,1.0,0.0,0.0,implicit_abandon,low
99,1.1,473613801,d1e90c6a-c030-4d06-aaaf-6d12ec502bb9,5894910.0,1.0,1.0,0.0,purchase,low
100,1.1,473613801,d1e90c6a-c030-4d06-aaaf-6d12ec502bb9,5894920.0,1.0,1.0,0.0,purchase,low
101,1.43,548228624,d01bef53-d84f-4c95-8eac-450d534f9e5f,5908180.0,1.0,0.0,0.0,implicit_abandon,low
102,1.1,473613801,d1e90c6a-c030-4d06-aaaf-6d12ec502bb9,5894916.0,1.0,1.0,0.0,purchase,low
103,1.1,473613801,d1e90c6a-c030-4d06-aaaf-6d12ec502bb9,5894908.0,1.0,1.0,0.0,purchase,low
104,5.56,494077766,c99a50e8-2fac-4c4d-89ec-41c05f114554,5794066.0,1.0,1.0,0.0,purchase,low
105,1.1,473613801,d1e90c6a-c030-4d06-aaaf-6d12ec502bb9,5894918.0,1.0,1.0,0.0,purchase,low
106,1.1,473613801,d1e90c6a-c030-4d06-aaaf-6d12ec502bb9,5894917.0,1.0,1.0,1.0,purchase,low
107,1.43,548228624,d01bef53-d84f-4c95-8eac-450d534f9e5f,5900361.0,1.0,0.0,0.0,implicit_abandon,low
108,1.1,473613801,d1e90c6a-c030-4d06-aaaf-6d12ec502bb9,5894911.0,1.0,1.0,0.0,purchase,low
109,5.16,579751441,8de492d7-0937-47ae-be2c-a7615aec2b0d,5664161.0,1.0,0.0,0.0,implicit_abandon,low
110,5.56,494077766,c99a50e8-2fac-4c4d-89ec-41c05f114554,5794058.0,1.0,1.0,0.0,purchase,low
111,6.27,578006085,b6f419f7-acde-4223-97f9-2965591e5ee0,5809869.0,1.0,0.0,0.0,implicit_abandon,low
112,5.56,494077766,c99a50e8-2fac-4c4d-89ec-41c05f114554,5714919.0,1.0,1.0,0.0,purchase,low
113,2.37,422556892,5a3c075d-d874-40f8-bab1-6936925a881a,5839651.0,1.0,0.0,0.0,implicit_abandon,low
114,1.35,513026898,2b88b00a-892a-4639-bce4-1ea17a7d6221,34767.0,1.0,0.0,0.0,implicit_abandon,low
115,4.76,579972058,324c685c-4281-48d5-8783-7a7416f7d2b3,5820774.0,1.0,0.0,0.0,implicit_abandon,low
116,1.35,513026898,2b88b00a-892a-4639-bce4-1ea17a7d6221,34768.0,1.0,0.0,0.0,implicit_abandon,low
117,6.03,579751441,8de492d7-0937-47ae-be2c-a7615aec2b0d,83872.0,1.0,0.0,1.0,explicit_abandon,low
118,5.0,494077766,c99a50e8-2fac-4c4d-89ec-41c05f114554,5714912.0,1.0,1.0,0.0,purchase,low
119,7.94,579971759,40c34e10-74ee-4523-ab72-66f829314acd,5657303.0,1.0,0.0,1.0,explicit_abandon,low
120,1.51,513026898,2b88b00a-892a-4639-bce4-1ea17a7d6221,37449.0,1.0,0.0,1.0,explicit_abandon,low
121,5.24,492321842,d1d89629-a5f8-4aab-b42e-e8c30756396f,5809910.0,1.0,0.0,0.0,implicit_abandon,low
122,7.3,513026898,2b88b00a-892a-4639-bce4-1ea17a7d6221,41963.0,1.0,0.0,1.0,explicit_abandon,low
123,1.59,494077766,c99a50e8-2fac-4c4d-89ec-41c05f114554,5833325.0,1.0,1.0,0.0,purchase,low
124,0.37,473613801,d1e90c6a-c030-4d06-aaaf-6d12ec502bb9,4640.0,1.0,1.0,0.0,purchase,low
125,0.38,473613801,d1e90c6a-c030-4d06-aaaf-6d12ec502bb9,4554.0,1.0,1.0,0.0,purchase,low
126,0.38,473613801,d1e90c6a-c030-4d06-aaaf-6d12ec502bb9,4607.0,1.0,1.0,0.0,purchase,low
127,1.59,494077766,c99a50e8-2fac-4c4d-89ec-41c05f114554,5833326.0,1.0,1.0,0.0,purchase,low
128,0.38,473613801,d1e90c6a-c030-4d06-aaaf-6d12ec502bb9,4870.0,1.0,1.0,0.0,purchase,low
129,0.38,473613801,d1e90c6a-c030-4d06-aaaf-6d12ec502bb9,4820.0,1.0,1.0,0.0,purchase,low
130,0.38,473613801,d1e90c6a-c030-4d06-aaaf-6d12ec502bb9,4689.0,1.0,1.0,0.0,purchase,low
131,2.38,579966747,1512be50-d0fd-4a92-bcd8-3ea3943f2a3b,5763238.0,1.0,0.0,0.0,implicit_abandon,low
132,3.97,578006085,b6f419f7-acde-4223-97f9-2965591e5ee0,5733776.0,1.0,0.0,0.0,implicit_abandon,low
133,1.27,494077766,c99a50e8-2fac-4c4d-89ec-41c05f114554,5877603.0,1.0,1.0,0.0,purchase,low
134,10.32,579141696,36a1c91d-f104-4e9f-9ff0-c6444aff2acc,5810673.0,1.0,0.0,0.0,implicit_abandon,low
135,0.38,473613801,d1e90c6a-c030-4d06-aaaf-6d12ec502bb9,4768.0,1.0,1.0,0.0,purchase,low
136,3.0,478193545,aec7b9ea-2f8a-4f6e-a33d-2965be633abf,5674744.0,1.0,0.0,1.0,explicit_abandon,low
137,0.38,473613801,d1e90c6a-c030-4d06-aaaf-6d12ec502bb9,4600.0,1.0,1.0,0.0,purchase,low
138,1.59,513026898,2b88b00a-892a-4639-bce4-1ea17a7d6221,5587760.0,1.0,0.0,0.0,implicit_abandon,low
139,1.75,576802932,51d85cb0-897f-48d2-918b-ad63965c12dc,5889902.0,1.0,0.0,0.0,implicit_abandon,low
140,3.97,579972058,324c685c-4281-48d5-8783-7a7416f7d2b3,5820776.0,1.0,0.0,0.0,implicit_abandon,low
141,2.54,513026898,2b88b00a-892a-4639-bce4-1ea17a7d6221,5587768.0,1.0,0.0,1.0,explicit_abandon,low
142,3.97,579972058,324c685c-4281-48d5-8783-7a7416f7d2b3,5820777.0,1.0,0.0,0.0,implicit_abandon,low
143,1.27,494077766,c99a50e8-2fac-4c4d-89ec-41c05f114554,5833332.0,1.0,1.0,0.0,purchase,low
144,4.29,579972058,324c685c-4281-48d5-8783-7a7416f7d2b3,5870111.0,1.0,0.0,0.0,implicit_abandon,low
145,11.33,412120092,8adff31e-2051-4894-9758-224bfa8aec18,5550162.0,1.0,1.0,0.0,purchase,low
146,0.41,473613801,d1e90c6a-c030-4d06-aaaf-6d12ec502bb9,5762834.0,1.0,1.0,0.0,purchase,low
147,3.0,548228624,d01bef53-d84f-4c95-8eac-450d534f9e5f,5561044.0,1.0,0.0,0.0,implicit_abandon,low
148,2.06,513026898,2b88b00a-892a-4639-bce4-1ea17a7d6221,5628029.0,1.0,0.0,1.0,explicit_abandon,low
149,1.27,494077766,c99a50e8-2fac-4c4d-89ec-41c05f114554,5833322.0,1.0,1.0,1.0,purchase,low
150,0.48,473613801,d1e90c6a-c030-4d06-aaaf-6d12ec502bb9,5843567.0,1.0,1.0,0.0,purchase,low
151,4.76,513026898,2b88b00a-892a-4639-bce4-1ea17a7d6221,5642358.0,1.0,0.0,1.0,explicit_abandon,low
152,1.05,513026898,2b88b00a-892a-4639-bce4-1ea17a7d6221,5643941.0,1.0,0.0,0.0,implicit_abandon,low
153,1.05,513026898,2b88b00a-892a-4639-bce4-1ea17a7d6221,5643943.0,1.0,0.0,0.0,implicit_abandon,low
154,0.79,579751441,8de492d7-0937-47ae-be2c-a7615aec2b0d,5807866.0,1.0,0.0,0.0,implicit_abandon,low
155,5.79,579971759,40c34e10-74ee-4523-ab72-66f829314acd,5745715.0,1.0,0.0,1.0,explicit_abandon,low
156,0.48,473613801,d1e90c6a-c030-4d06-aaaf-6d12ec502bb9,5843557.0,1.0,1.0,0.0,purchase,low
157,0.32,579966747,1512be50-d0fd-4a92-bcd8-3ea3943f2a3b,5854897.0,1.0,0.0,0.0,implicit_abandon,low
158,5.24,556579890,1d94a188-7fa5-4c52-a9fc-99abf8b4838f,5692914.0,1.0,0.0,0.0,implicit_abandon,low
159,1.59,494077766,c99a50e8-2fac-4c4d-89ec-41c05f114554,5896457.0,1.0,1.0,0.0,purchase,low
160,3.44,579363554,b31849c8-d1ab-4066-8344-d16d6315059b,5887965.0,1.0,0.0,0.0,implicit_abandon,low
161,0.79,494077766,c99a50e8-2fac-4c4d-89ec-41c05f114554,5809261.0,1.0,1.0,0.0,purchase,low
162,2.86,579966747,1512be50-d0fd-4a92-bcd8-3ea3943f2a3b,39956.0,1.0,0.0,0.0,implicit_abandon,low
163,0.79,473613801,d1e90c6a-c030-4d06-aaaf-6d12ec502bb9,5811642.0,1.0,1.0,0.0,purchase,low
164,1.59,494077766,c99a50e8-2fac-4c4d-89ec-41c05f114554,5833327.0,1.0,1.0,0.0,purchase,low
165,0.79,473613801,d1e90c6a-c030-4d06-aaaf-6d12ec502bb9,5858911.0,1.0,1.0,0.0,purchase,low
166,0.79,494077766,c99a50e8-2fac-4c4d-89ec-41c05f114554,5877597.0,1.0,1.0,0.0,purchase,low
167,0.79,556730134,9786b276-4296-450a-b871-baacc56ee3b6,5687131.0,1.0,0.0,0.0,implicit_abandon,low
168,1.59,579363554,b31849c8-d1ab-4066-8344-d16d6315059b,5697350.0,1.0,0.0,0.0,implicit_abandon,low
169,1.59,494077766,c99a50e8-2fac-4c4d-89ec-41c05f114554,5870867.0,1.0,1.0,1.0,purchase,low
170,4.11,434265545,33ee0474-72a6-403c-b35c-7681b53746a4,5797786.0,1.0,0.0,0.0,implicit_abandon,low
171,4.11,434265545,33ee0474-72a6-403c-b35c-7681b53746a4,5797788.0,1.0,0.0,0.0,implicit_abandon,low
172,4.44,539700458,e884b921-ece9-46a2-8055-864f08aa26c9,5895883.0,1.0,0.0,0.0,implicit_abandon,low
173,18.25,514615315,75dc3b3c-5b8d-49a6-9c3b-1649ad5f85b6,5918.0,1.0,0.0,0.0,implicit_abandon,low
174,1.59,578006085,b6f419f7-acde-4223-97f9-2965591e5ee0,5760529.0,1.0,0.0,0.0,implicit_abandon,low
175,3.0,539700458,e884b921-ece9-46a2-8055-864f08aa26c9,5639735.0,1.0,0.0,0.0,implicit_abandon,low
176,1.75,576802932,51d85cb0-897f-48d2-918b-ad63965c12dc,5870372.0,1.0,0.0,0.0,implicit_abandon,low
177,5.56,578006085,b6f419f7-acde-4223-97f9-2965591e5ee0,5792812.0,1.0,0.0,0.0,implicit_abandon,low
178,2.78,412120092,8adff31e-2051-4894-9758-224bfa8aec18,5212.0,1.0,1.0,0.0,purchase,low
179,2.62,539700458,db53077e-df34-45ab-84f5-4652ea283f99,5773346.0,1.0,0.0,0.0,implicit_abandon,low
180,1.21,579751441,8de492d7-0937-47ae-be2c-a7615aec2b0d,5686226.0,1.0,0.0,0.0,implicit_abandon,low
181,5.56,578006085,b6f419f7-acde-4223-97f9-2965591e5ee0,5756097.0,1.0,0.0,0.0,implicit_abandon,low
182,17.46,361564578,c94b04c7-d965-4ad1-998e-e4b8799c1577,5778931.0,1.0,1.0,0.0,purchase,low
183,2.7,538507783,177b9f5a-9ef3-4e11-b31e-6efd86a9bff2,5699770.0,1.0,0.0,0.0,implicit_abandon,low
184,8.29,494077766,c99a50e8-2fac-4c4d-89ec-41c05f114554,5845196.0,1.0,1.0,0.0,purchase,low
185,1.43,556730134,be3f3179-2928-4488-9b15-4230565c2cb2,4938.0,1.0,0.0,0.0,implicit_abandon,low
186,4.76,514615315,75dc3b3c-5b8d-49a6-9c3b-1649ad5f85b6,5820774.0,1.0,0.0,0.0,implicit_abandon,low
187,5.16,512295392,bb5909ec-9d7d-410e-9ceb-ab6a134908f7,5664161.0,1.0,0.0,1.0,explicit_abandon,low
188,3.57,412120092,8adff31e-2051-4894-9758-224bfa8aec18,5256.0,1.0,1.0,0.0,purchase,low
189,1.59,578006085,b6f419f7-acde-4223-97f9-2965591e5ee0,5887004.0,1.0,0.0,0.0,implicit_abandon,low
190,5.56,548228624,d01bef53-d84f-4c95-8eac-450d534f9e5f,5649244.0,1.0,0.0,1.0,explicit_abandon,low
191,1.59,578006085,b6f419f7-acde-4223-97f9-2965591e5ee0,5887014.0,1.0,0.0,0.0,implicit_abandon,low
192,4.29,514615315,75dc3b3c-5b8d-49a6-9c3b-1649ad5f85b6,5870111.0,1.0,0.0,0.0,implicit_abandon,low
193,6.19,579974275,b70dfadf-2899-4944-aaa9-24cbbf8053fe,5820072.0,1.0,0.0,0.0,implicit_abandon,low
194,3.97,539700458,89673104-a4b1-4d9e-9456-89c7693deee3,5734497.0,1.0,0.0,0.0,implicit_abandon,low
195,1.19,579751441,8de492d7-0937-47ae-be2c-a7615aec2b0d,4958.0,1.0,0.0,0.0,implicit_abandon,low
196,1.19,579751441,8de492d7-0937-47ae-be2c-a7615aec2b0d,4905.0,1.0,0.0,0.0,implicit_abandon,low
197,12.22,433063720,2b6a1e37-641c-4572-9ac5-388ba9c4d48f,5313.0,1.0,1.0,0.0,purchase,low
198,3.81,434265545,33ee0474-72a6-403c-b35c-7681b53746a4,5837126.0,1.0,0.0,0.0,implicit_abandon,low
199,4.44,548228624,d01bef53-d84f-4c95-8eac-450d534f9e5f,5678163.0,1.0,0.0,1.0,explicit_abandon,low
200,6.03,561162056,39cf2227-03ed-421e-9615-7814b9b3c5e6,5807747.0,1.0,0.0,1.0,explicit_abandon,low
201,5.52,433063720,2b6a1e37-641c-4572-9ac5-388ba9c4d48f,5734757.0,1.0,0.0,1.0,explicit_abandon,low
202,0.63,579751441,8de492d7-0937-47ae-be2c-a7615aec2b0d,5817702.0,1.0,0.0,1.0,explicit_abandon,low
203,5.52,578006085,b6f419f7-acde-4223-97f9-2965591e5ee0,5759997.0,1.0,0.0,0.0,implicit_abandon,low
204,194.44,509449396,928ba834-1765-4b21-84be-63b0ba5c40f9,5590822.0,1.0,0.0,0.0,implicit_abandon,high
205,5.71,579974275,b70dfadf-2899-4944-aaa9-24cbbf8053fe,5650627.0,1.0,0.0,0.0,implicit_abandon,low
206,0.79,494077766,c99a50e8-2fac-4c4d-89ec-41c05f114554,5763416.0,1.0,1.0,0.0,purchase,low
207,10.71,433063720,2b6a1e37-641c-4572-9ac5-388ba9c4d48f,5865168.0,1.0,1.0,0.0,purchase,low
208,0.24,579751441,8de492d7-0937-47ae-be2c-a7615aec2b0d,5759240.0,1.0,0.0,0.0,implicit_abandon,low
209,1.11,579966747,1512be50-d0fd-4a92-bcd8-3ea3943f2a3b,5700867.0,1.0,0.0,0.0,implicit_abandon,low
210,6.35,412120092,32f76abe-2005-4358-845d-9d00cfb90678,5815633.0,1.0,0.0,0.0,implicit_abandon,low
211,4.44,578006085,b6f419f7-acde-4223-97f9-2965591e5ee0,5807805.0,1.0,0.0,0.0,implicit_abandon,low
212,2.38,548228624,d01bef53-d84f-4c95-8eac-450d534f9e5f,5696149.0,1.0,0.0,0.0,implicit_abandon,low
213,2.79,573886104,7aee87ae-b54c-48b7-87fa-35d131746135,5755170.0,1.0,0.0,0.0,implicit_abandon,low
214,19.03,514615315,75dc3b3c-5b8d-49a6-9c3b-1649ad5f85b6,5853627.0,1.0,0.0,0.0,implicit_abandon,low
215,1.06,561162056,39cf2227-03ed-421e-9615-7814b9b3c5e6,5848387.0,1.0,0.0,0.0,implicit_abandon,low
216,3.81,573886104,7aee87ae-b54c-48b7-87fa-35d131746135,5628027.0,1.0,0.0,0.0,implicit_abandon,low
217,1.37,579966747,1512be50-d0fd-4a92-bcd8-3ea3943f2a3b,5536916.0,1.0,0.0,0.0,implicit_abandon,low
